COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Series A,2019.0,0,290.0,43.56,,Private,Business Services
Angel & Seed,2018.0,0,2.0,,"Pi Labs Fund II, Fair by Design",Private,Technology
Angel & Seed,2014.0,0,23.0,1730.08,Crane I,Private,Technology
Early Stage,2018.0,0,9.0,,,Private,Technology
Series A,2017.0,0,58.0,,"Episode 1 Investments 2, Stage 2 Capital Fund III",Private,Technology
Angel & Seed,2019.0,0,13.0,,"Entrepreneur First (Global), APEX Digital Health Fund",Private,Healthcare
Angel & Seed,2020.0,0,12.0,,"UCL Technology Fund II, LocalGlobe XI, Index Origin II, YCC20",Private,Technology
Angel & Seed,2015.0,0,35.0,,,Private,Business Services
Angel & Seed,2016.0,0,12.0,,Tera Ventures Fund II,Private,Healthcare
Angel & Seed,2019.0,0,15.0,,"PROfounders Capital II, Antler UK I",Private,Healthcare
Series B,2017.0,0,70.0,,"Salesforce Europe Fund, Volvo Cars Tech Fund, HG Ventures Fund I, Future Positive Fund I, Europe Trailblazer Fund, Westly Group IV, Systemiq Capital Fund I",Private,Technology
Angel & Seed,2018.0,0,26.0,,,Private,Healthcare
Growth Stage/Expansion,2014.0,0,17.0,,Foresight Scottish Growth Fund,Private,Technology
Angel & Seed,2019.0,0,37.0,,"Mayfield XVI, M12 International Growth Fund, Quiet R8",Private,Healthcare
Angel & Seed,2016.0,0,65.0,,"Anthemis UniCredit evo, Reciprocal Ventures II, HSBC Vision Private Equity 2021",Private,Technology
Angel & Seed,2018.0,0,17.0,,"7percent Ventures Fund I, Fair by Design, Nauta Sidecar Tech Fund I, CHV V, Coreangels EnterpriseTech",Private,Technology
Series A,2015.0,0,93.0,,"Capnamic Venture Fund I, Lakestar III, Kindred Capital II, Capnamic Ventures Fund III, Atomico VI",Private,Technology
Angel & Seed,2019.0,0,35.0,,"The Alexa Fund, Sony Innovation Fund, Tower 26 Ventures Fund, BITKRAFT Ventures Token Fund II",Private,Media and Entertainment
Add-on,2014.0,0,367.0,0.0,,Private,Media and Entertainment
Series A,2016.0,0,76.0,,"Eight Roads Ventures Europe III, Crane I, LocalGlobe X",Private,Technology
Angel & Seed,2019.0,0,42.0,,"Accel London V, Hoxton Ventures II",Private,Technology
Early Stage,2019.0,0,1.0,,,Private,Technology
Series A,2014.0,0,28.0,,Stadia Growth Fund,Private,Technology
Growth Stage/Expansion,2019.0,0,10.0,,"The North East (NEVF) Venture Fund, NPIF - Mercia Equity Finance",Private,Technology
Add-on,2018.0,0,2.0,0.67,,Private,Technology
Angel & Seed,2017.0,0,39.0,0.0,,Private,Consumer Goods and Services
Series B,2015.0,0,70.0,,,Private,Technology
Early Stage,2014.0,0,53.0,,NPIF Maven Equity Finance,Private,Business Services
Angel & Seed,2017.0,0,16.0,,Luminous Ventures Fund I,Private,Technology
Series B,2018.0,0,224.0,,"Google Ventures European Fund, Xplorer Capital Fund III, Anduin Opportunities SPV II, Upper90 eCommerce Opportunities Fund, FJ Labs II",Private,Transportation
Series A,2019.0,0,44.0,,"Unreasonable Capital I, Force Over Mass Capital Fund IV, 360 Fund V, Closed Loop Venture Fund II, Speedinvest x Fund II, Regeneration.vc Fund 1, Una Terra Venture Capital Fund",Private,Technology
Add-on,2015.0,0,41.0,0.12,,Private,Technology
Series B,2016.0,0,50.0,,"Integra Partners Fund I , Softbank Vision Fund 2",Private,Financial Services
Angel & Seed,2016.0,0,17.0,,,Private,Technology
Series A,2017.0,0,11.0,,"Dawn Capital II, Backed I, Acequia Capital DL II, Seedcamp IV, Tiger Global Private Investment Partners XI, Crane I, BOLDstart Ventures IV",Private,Technology
Series A,2017.0,0,36.0,,"Pentech Ventures III, Speedinvest x Fund II, CT SPV Investment",Private,Technology
Series A,2016.0,0,48.0,,SuperSeed II,Private,Technology
Angel & Seed,2019.0,0,229.0,,Hambro Perks Environmental Technologies Fund I,Private,Technology
Acquired,2018.0,0,26.0,,,Private,Energy
Angel & Seed,2018.0,0,34.0,,"NI Co-investment Fund, Forward Partners Start-Up Fund II",Private,Technology
Add-on,2015.0,0,83.0,,,Private,Technology
Angel & Seed,2018.0,0,43.0,,"IQ Capital Fund III, Alma Mundi Insurtech Fund, Seedcamp V, UBS Next",Private,Technology
Angel & Seed,2018.0,0,1.0,,,Private,Technology
Add-on,2016.0,0,14.0,,,Private,Technology
Angel & Seed,2016.0,0,4.0,,,Private,Technology
Series A,2017.0,0,289.0,1.44,"Adara Ventures II, Amadeus V Technology Fund, Hoxton Ventures II, Adara Ventures III",Private,Technology
Angel & Seed,2015.0,0,12.0,,,Private,Technology
Add-on,2018.0,0,7.0,,"EQT Venture Fund, Entrepreneur First (Global), EQT Ventures II",Private,Technology
Acquired,2018.0,0,26.0,1.56,,Private,Technology
Angel & Seed,2017.0,0,39.0,,"Seraphim Space Fund I, Passion Capital III, Primo Space, MMC Greater London Fund, Insurtech Gateway Seed Fund II, PV Angel Fund II, Dynamo-Skupos",Private,Technology
Angel & Seed,2017.0,0,93.0,,Battery Ventures XIII,Private,Technology
Angel & Seed,2018.0,0,4.0,,SOSV IV,Private,Healthcare
Angel & Seed,2017.0,0,2.0,,,Private,Technology
Early Stage,2018.0,0,16.0,,,Private,Technology
Angel & Seed,2017.0,0,21.0,,"CHV IV, Force Over Mass Capital Fund IV, Techstars Impact 2018 SPV",Private,Technology
Angel & Seed,2018.0,0,56.0,,"InnovAllianz, Breega Seed II",Private,Technology
Angel & Seed,2015.0,0,132.0,,,Private,Technology
Angel & Seed,2017.0,0,26.0,,"btov Digital Tech Fund I, Entrepreneur First (Global), Venrex ABC I",Private,Healthcare
Series C,2017.0,0,124.0,,"Insight Partners XII, Motive Venture Fund I",Private,Technology
Angel & Seed,2018.0,0,18.0,0.17,"Oriza Ventures Technology Fund II, ADV Enterprise Capital Fund",Private,Financial Services
Series B,2016.0,0,102.0,,"F&H Media and Internet Fund, BGV III, Pegasus Tech Ventures Company X",Private,Technology
Angel & Seed,2016.0,0,12.0,,,Private,Technology
,2015.0,0,16.0,,,Private,Healthcare
Series A,2016.0,0,41.0,0.41,OMERS Ventures III,Private,Technology
Series A,2018.0,0,61.0,,Force Over Mass Capital Fund IV,Private,Financial Services
Series A,2016.0,0,207.0,,"LocalGlobe X, Seedcamp V, General Catalyst Group XI - Ignition",Private,Technology
Angel & Seed,2015.0,0,83.0,,,Private,Technology
Add-on,2017.0,0,130.0,,,Private,Technology
Series C,2017.0,0,234.0,,"Firstminute Capital, Fly Ventures Fund I, Eclipse Ventures Fund III, Softbank Vision Fund 2, Balderton Capital VII, D1 Uncharted Holdings, Linse Capital Wayve, Cars24 SPV II",Private,Technology
Angel & Seed,2017.0,0,39.0,,,Private,Healthcare
Angel & Seed,2019.0,0,10.0,,,Private,Healthcare
Series A,2016.0,0,224.0,2.08,,Private,Financial Services
Series A,2015.0,0,93.0,2.34,"Accel London V, The North East (NEVF) Venture Fund, Day One CEE Fund, MassMutual III",Private,Healthcare
Series B,2017.0,0,223.0,,"Holtzbrinck Ventures Fund VII, Oak HC/FT Partners Fund V, Fintech Collective SL4",Private,Technology
Series A,2016.0,0,33.0,,"Future Positive Fund I, Astanor Ventures I, Lowercarbon 419.1",Private,Technology
Angel & Seed,2016.0,0,39.0,,IQ Capital Fund III,Private,Technology
,2018.0,0,59.0,,"Programma 101, Programma 102, Primo Space, gumi Cryptos Capital Fund I, LuneX Ventures Crypto Fund, Possible Ventures",Private,Technology
Series A,2016.0,0,49.0,,"Foundation Capital IX, Point72 Hyperscale, Hambro Perks Leaders Fund I",Private,Technology
Angel & Seed,2018.0,0,58.0,,"IQ Capital Fund III, AV8 Ventures",Private,Financial Services
Add-on,2015.0,0,40.0,,,Private,Technology
Series A,2015.0,0,167.0,2.31,"FrontLine Ventures II, Kindred Capital Fund I, Northzone IX, 2150 Tech Sustainability Fund",Private,Technology
Early Stage,2014.0,0,4.0,,,Private,Technology
Angel & Seed,2018.0,0,9.0,0.08,InReach Ventures I,Private,Business Services
Early Stage,2016.0,0,8.0,,"SET Fund II, Fair by Design",Private,Technology
Angel & Seed,2017.0,0,47.0,,"Praetura EIS Growth Fund, LegalTech Fund I",Private,Technology
Angel & Seed,2017.0,0,6.0,,CHV IV,Private,Media and Entertainment
Series A,2016.0,0,151.0,,"Paladin Cyber Fund, Forward Partners Start-Up Fund II, Mubadala Capital Europe Ventures, Crane I, Acequia Capital FLX II",Private,Technology
,2019.0,0,104.0,,,Private,Technology
Series A,2016.0,0,156.0,,"500 Startups IV, Seedcamp IV, Fly Ventures Fund I, Spark Capital VII, Redalpine Capital VI",Private,Financial Services
Angel & Seed,2017.0,0,24.0,,GMC Life Sciences Fund,Private,Technology
Series A,2017.0,0,56.0,,NPIF Maven Equity Finance,Private,Media and Entertainment
Angel & Seed,2017.0,0,19.0,,Connect Ventures Two,Private,Technology
Series A,2016.0,0,138.0,,,Private,Technology
Series B,2016.0,0,5.0,,"Oxford Sciences Innovation I, University of Oxford Innovation Fund I",Private,Technology
Series A,2016.0,0,51.0,,"IQ Capital Fund III, The North East (NEVF) Venture Fund, Luminous Ventures Fund I, Intuitive Ventures I, Black Opal Ventures Fund I",Private,Technology
Angel & Seed,2018.0,0,18.0,,,Private,Consumer Goods and Services
Angel & Seed,2018.0,0,28.0,,Enterprise Innovation Fund,Private,Technology
Merged,2019.0,0,562.0,71.16,Apiary Capital Fund,Private,Technology
Angel & Seed,2018.0,0,16.0,,"3Rodeo Venture Fund I, Moai Capital",Private,Technology
Angel & Seed,2018.0,0,4.0,,The Climate Pledge Fund,Private,Technology
Series A,2018.0,0,51.0,,"Pi Labs Fund II, Entrepreneur First (Global), MMC Greater London Fund, Greensoil PropTech Ventures II, CHV V, Rising Tide Europe 2, Systemiq Capital Fund II, Suffolk Technologies Fund 1",Private,Technology
Series A,2017.0,0,48.0,,"31Ventures Global Innovation Fund I, Anthemis UniCredit evo, Synapse Partners Fund I, GB-VII Growth Fund, JGC MIRAI Innovation Fund",Private,Technology
Series A,2016.0,0,25.0,,Metavallon VC,Private,Technology
Angel & Seed,2017.0,0,14.0,,Future of India,Private,Technology
Angel & Seed,2016.0,0,63.0,,,Private,Technology
Series B,2016.0,0,84.0,1.34,,Private,Technology
Series A,2016.0,0,51.0,,"Pentech Ventures III, Fair by Design, Vision Capital 2020 Fund",Private,Technology
Growth Stage/Expansion,2017.0,0,1256.0,,Hambro Perks Growth Debt Fund,Private,Technology
Series A,2016.0,0,54.0,0.11,"Atomico III, Greycroft Partners IV, Hoxton Ventures II, Connect Ventures Two, 7percent Ventures Fund I, Cars24 SPV",Private,Technology
Add-on,2014.0,0,326.0,,"Maghreb Private Equity Fund IV, Chimera Global Fund I",Private,Technology
Ceased Operations,2018.0,0,33.0,,"Firstminute Capital, Hoxton Ventures II",Private,Industrial
Series B,2015.0,0,78.0,,"Oxford Sciences Innovation I, University of Oxford Innovation Fund I",Private,Technology
Series C,2017.0,0,312.0,,"Google Ventures European Fund, Accel London V, LDV Capital II, GV Global Fund, Seedcamp IV, MMC Greater London Fund, Kleiner Perkins Caufield & Byers XIX, FMM R1, LDV Synth",Private,Technology
Angel & Seed,2019.0,0,3.0,,SOSV IV,Private,Technology
Angel & Seed,2018.0,0,3.0,,"London Co-Investment Fund, UCL Technology Fund, Luminous Ventures Fund I, SpeedInvest III",Private,Technology
Add-on,2019.0,0,133.0,84.08,Vista Equity Partners Fund IV,Private,Technology
Acquired,2014.0,0,339.0,64.38,Growth Capital Partners Fund IV,Private,Technology
Series C,2017.0,0,165.0,3.52,"Amadeus V Technology Fund, Passion Capital III, Khosla Ventures VI, Entrepreneur First (Global), Sands Capital-DR Fund, Point72 Hyperscale, Georgian Alignment Fund II",Private,Technology
Add-on,2016.0,0,1.0,,Connect Ventures Two,Private,Technology
Add-on,2016.0,0,21.0,,"Horizon Ventures Fund II, LocalGlobe Seed Fund I",Private,Technology
Series B,2018.0,0,88.0,0.84,"Eleven Founders Fund, HubSpot Ventures, Earlybird Digital East Fund II, Jigsaw, LSVP SCF1, Greenoaks Capital Opportunities Fund IV, QED Fund VII",Private,Financial Services
Series A,2016.0,0,66.0,0.38,"Ahren, University of Oxford Innovation Fund I",Private,Healthcare
Series A,2017.0,0,81.0,,"Amadeus V Technology Fund, Eight Roads Ventures Europe III, Crane I, MMC Greater London Fund",Private,Technology
Series A,2015.0,0,58.0,,,Private,Technology
Series B,2014.0,0,117.0,,"Amadeus V Technology Fund, GB-VI Growth Fund, Playfair Capital Fund I, UCL Technology Fund II",Private,Technology
,2016.0,0,5.0,,"LocalGlobe VIII, Fly Ventures Fund I, Mosaic Ventures II",Private,Technology
Series A,2018.0,0,41.0,,"Amadeus V Technology Fund, Playfair Capital Fund II, Techstars Impact 2018 SPV, Praetura EIS Growth Fund, PV Angel Fund II, Techstars Rising Stars 2021, Playfair Capital Fund III",Private,Financial Services
Angel & Seed,2017.0,0,4.0,,Conversion Capital Fund II,Private,Technology
Add-on,2016.0,0,6.0,,"Romulus Capital II, Refactor Crypto",Private,Technology
,2016.0,0,109.0,,Greater London Investment Fund,Private,Business Services
Angel & Seed,2015.0,0,57.0,,"Real Ventures Fund III, Heuristic Capital Partners I, Fifty Years Fund II, Y Combinator Fund II, Endure 21, Endure Capital I, YCC20",Private,Healthcare
Early Stage,2015.0,0,150.0,,,Private,Technology
Series B,2017.0,0,122.0,,IFM FinTech Opportunities LP,Private,Technology
Series B,2015.0,0,107.0,4.93,"Ceres Fund Investments, e& capital",Private,Financial Services
Acquired,2016.0,0,53.0,10.33,,Private,Technology
Angel & Seed,2016.0,0,3.0,,,Private,Technology
Series A,2017.0,0,38.0,,"Oxford Sciences Innovation I, Longwall Ventures 3 ECF	, Oxford Sciences Innovation II",Private,Healthcare
Series B,2018.0,0,111.0,,"Anthemis UniCredit evo, Notion Capital IV, Citi Impact Fund, Alma Mundi Insurtech Fund II, MVI SPV-VF",Private,Technology
Series A,2016.0,0,47.0,,"IP Group Plc, Samsung Ventures America Fund, Toyota AI Ventures, Amadeus EIII, Mirai Creation Fund, Octopus Ventures Growth Fund, KURONEKO Innovation Fund, Toyota Ventures Frontier Fund I, 321FORCE Fund",Private,Technology
Series A,2017.0,0,22.0,,University of Oxford Innovation Fund I,Private,Technology
Series A,2016.0,0,41.0,,,Private,Technology
Series A,2016.0,0,60.0,,"Romulus Capital II, Backed I, Join Capital Fund I, Entrepreneur First (Global)",Private,Technology
Angel & Seed,2015.0,0,99.0,,Tenaya Capital VII,Private,Technology
Series B,2015.0,0,118.0,,"Foresight VCT, Foresight Regional Investment Fund, Foresight Williams Technology EIS Fund",Private,Industrial
Series B,2017.0,0,88.0,,,Private,Technology
Early Stage,2015.0,0,19.0,,"Force Over Mass Capital Fund IV, IFM FinTech Opportunities LP II",Private,Technology
Series B,2018.0,0,132.0,,"Marathon Venture Capital, Pentech Ventures III, EU-Armenia SME Fund, ICONIQ Strategic Partners VI, Index Ventures XI",Private,Healthcare
Series B,2017.0,0,157.0,,"InnovAllianz, Pentech Ventures III, Connect Ventures Two, Tiger Global Private Investment Partners XI",Private,Technology
Series B,2014.0,0,162.0,8.2,"Dawn Capital II, Lakestar III",Private,Technology
Series B,2015.0,0,133.0,,"Atomico III, Episode 1 Investments, Forge Investment Fund, Backed I, Episode 1 Investments 2, Acequia Capital CP III, Atomico VI",Private,Technology
Series B,2017.0,0,80.0,0.82,"Corporate Opportunity Fund II, Google Ventures European Fund, Oxford Sciences Innovation I, Optum Venture Partners",Private,Technology
Series B,2016.0,0,160.0,,,Private,Technology
Series B,2014.0,0,120.0,,Run Capital Investment Fund,Private,Technology
Series C,2015.0,0,638.0,,"London Co-Investment Fund, Enterprise Innovation Fund, Blue Cloud Ventures IV, AXA Capital I, Viking Global Opportunities Drawdown, Digital Transformation",Private,Technology
Angel & Seed,2015.0,0,48.0,,"Pi Labs Fund III, Clean Growth Fund, The Conduit EIS Impact Fund",Private,Technology
Angel & Seed,2017.0,0,205.0,,Pentech Ventures III,Private,Healthcare
,2015.0,0,35.0,,"Vickers Venture Fund V, Bloomberg Beta 2016, Future\Perfect Ventures II, Graphene S8",Private,Technology
Angel & Seed,2016.0,0,32.0,,,Private,Technology
Series A,2020.0,0,15.0,,"Bitwise DeFi Crypto Index Fund, Paradigm One, FTX Ventures, Haun Ventures Early Stage Fund",Private,Financial Services
Series A,2016.0,0,13.0,,"Entrepreneur First Next Stage Fund, Anthemis UniCredit evo, Entrepreneur First (Global), Kibo Ventures Fund III",Private,Financial Services
Series A,2016.0,0,45.0,,"ADV Enterprise Capital Fund, GSV & Interlock Partners / Begin SPV 2019",Private,Technology
Series B,2015.0,0,79.0,3.75,"The North East (NEVF) Venture Fund, NPIF - Mercia Equity Finance, MEIF - Mercia Proof-of-Concept",Private,Technology
Add-on,2015.0,0,25.0,,,Private,Technology
Series A,2017.0,0,61.0,,"Google Ventures European Fund, Founder Collective III, LocalGlobe VIII, Pentech Ventures III, Entrepreneur First (Global)",Private,Technology
Angel & Seed,2016.0,0,12.0,,"Nauta Sidecar Tech Fund I, MEIF - Mercia Proof-of-Concept",Private,Technology
Add-on,2015.0,0,11.0,,"Seedcamp IV, Crane I, CT SPV Investment",Private,Technology
Acquired,2015.0,0,18.0,3.8,"True Capital Seed Fund, FrontLine Ventures II",Private,Technology
Series A,2016.0,0,0.0,,PV Angel Fund,Private,Technology
Mature - Buyout,2018.0,0,8729.0,2286.27,"Blackstone Capital Partners VII, Canson Capital Partners (York) Co-Investment",Private,Technology
Add-on,2017.0,0,16.0,0.33,Outward VC Fund I,Private,Technology
Add-on,2014.0,0,22.0,,NPIF Maven Equity Finance,Private,Technology
Angel & Seed,2016.0,0,5.0,,"Seedcamp IV, Connect Ventures Two, VentureFriends Fund II",Private,Technology
Growth Stage/Expansion,2014.0,0,101.0,14.36,"Foresight VCT, Foresight Regional Investment Fund, NPIF Maven Equity Finance",Private,Media and Entertainment
Add-on,2016.0,0,30.0,3.49,Eight Roads Ventures Fund,Private,Healthcare
Series A,2017.0,0,25.0,,"Finance Yorkshire Seedcorn Fund, The North East (NEVF) Venture Fund, MEIF - Mercia Proof-of-Concept",Private,Technology
Series A,2015.0,0,431.0,21.21,Flint Capital,Private,Technology
Angel & Seed,2016.0,0,84.0,,"Amadeus EIII, Seedcamp IV, Speedinvest X",Private,Technology
Angel & Seed,2015.0,0,4.0,,Shenzhen Qianhai Wanrong Hongtu Investment Fund,Private,Technology
Series A,2015.0,0,2.0,,"DN Capital - Global Venture Capital IV, btov Digital Tech Fund I, Ventech Capital V, Entrepreneur First (Global), BSV Chattermill SPV 2022, Runa Capital IV",Private,Technology
Angel & Seed,2017.0,0,26.0,,"The North East (NEVF) Venture Fund, ADV Enterprise Capital Fund, NPIF - Mercia Equity Finance",Private,Technology
Angel & Seed,2015.0,0,40.0,,,Private,Technology
Series B,2015.0,0,184.0,,"LAUNCHub Fund Beta, Flashpoint Venture Capital Fund II, Pi Labs Accelerator Fund",Private,Technology
Add-on,2014.0,0,9.0,,"FrontLine Ventures I, ADV Enterprise Capital Fund",Private,Technology
Acquired,2015.0,0,3.0,,,Private,Technology
Series B,2015.0,0,362.0,2.04,9Yards Capital Fund I,Private,Financial Services
Series A,2015.0,0,43.0,,"Northwest Fund, H-Farm Ventures Fund, Primo Space, Fondo Acceleratori",Private,Technology
,2015.0,0,866.0,273.46,SoftBank Vision Fund,Private,Financial Services
Series B,2014.0,0,86.0,,"IQ Capital Fund II, IQ Capital Growth Opportunities Fund, The Angel CoFund",Private,Technology
Add-on,2015.0,0,40.0,,,Private,Technology
Add-on,2016.0,0,14.0,,"Anthemis UniCredit evo, NYCA Investment Fund II",Private,Technology
Series C,2016.0,0,436.0,115.98,BlackRock-Temasek Decarbonization Partners Fund,Private,Financial Services
Acquired,2014.0,0,15.0,10.15,,Private,Business Services
Series B,2016.0,0,30.0,,"Bessemer Venture Partners X, Reefknot Investments, Hambro Perks Environmental Technologies Fund I",Private,Financial Services
Series A,2016.0,0,75.0,1.34,"Oxford Sciences Innovation I, CT SPV Investment, University of Oxford Innovation Fund I",Private,Technology
Series A,2015.0,0,19.0,1.06,Force Over Mass Capital Fund IV,Private,Technology
Add-on,2015.0,0,14.0,2.58,"Entrepreneur First Next Stage Fund, CHV IV, Fair by Design, Entrepreneur First (Global), UCL Technology Fund II",Private,Technology
Series E,2014.0,0,309.0,18.14,"Zetta Venture Partners I, Ignition Venture Partners VI, Acequia Capital CP II, Softbank Vision Fund 2, Insight Partners XI, Georgian Alignment Fund I",Private,Technology
Mature - Buyout,2014.0,0,33.0,,Summa Equity I,Private,Technology
,2016.0,0,13.0,,"Cherubic Ventures Fund III, Mosaic Ventures II, Crane I",Private,Technology
Growth Stage/Expansion,2015.0,0,134.0,,"London Co-Investment Fund, EnBW New Ventures, Foresight West Yorkshire SME Investment Fund",Private,Technology
Series A,2016.0,0,50.0,,"Spectrum 28 Capital I, Acequia Capital DL II, Amadeus APEX Technology Fund",Private,Technology
Series C,2014.0,0,380.0,0.99,"IP Venture Fund II, PAVS Fund I, CT SPV Investment, UK Enterprise Fund II, University of Oxford Innovation Fund I",Private,Technology
Acquired,2016.0,0,4.0,,Partech International Ventures VII,Private,Technology
Series E,2016.0,0,682.0,69.76,"Dawn Capital II, UCL Technology Fund, The Evolution Technology Fund II, Warburg Pincus Financial Sector II, Dawn Capital Opportunities Fund II, Albion Growth Opportunities",Private,Technology
Angel & Seed,2015.0,0,50.0,,"Dementia Discovery Fund, British Business Investments",Private,Healthcare
,2015.0,0,228.0,8.99,"Atomico III, LocalGlobe VIII, Lakestar III, Atomico V, TempoCap 5",Private,Media and Entertainment
Add-on,2016.0,0,0.0,,,Private,Technology
Series A,2015.0,0,4516.0,,NPIF Maven Equity Finance,Private,Technology
Acquired,2016.0,0,5.0,,"Eos Venture Partners Fund I, Pentech Ventures III",Private,Technology
Series C,2016.0,0,261.0,36.81,"Entrepreneur First Next Stage Fund, LocalGlobe Seed Fund I, LocalGlobe VIII, Balderton Capital VI, EQT Ventures II, LocalGlobe XI",Private,Technology
Add-on,2015.0,0,44.0,,"Anthemis UniCredit evo, Lingfeng USD Fund I",Private,Financial Services
Series B,2016.0,0,2141.0,171.76,"Credo Stage 2, Oltre III, 8090 Odeko",Private,Healthcare
Series A,2015.0,0,1.0,,"Expon I Fund, LocalGlobe Seed Fund I, True Ventures VI, AgFunder Fund III, ADV Enterprise Capital Fund",Private,Technology
Series E,2016.0,0,458.0,5.04,"Foundation Capital V, DFJ Esprit Fund III, Atomico III, Foundation Capital VIII, Sequoia Capital Global Growth Fund II, Atomico IV, Pitango Venture Capital Fund VII, Amadeus EIII, Ahren, SVIC 34 New Technology Investment Fund",Private,Technology
Series B,2015.0,0,128.0,,"White Star Capital I, MMC Greater London Fund, Sands Capital Global Venture Fund III",Private,Technology
Angel & Seed,2015.0,0,27.0,,"CHV III, CHV IV",Private,Technology
Angel & Seed,2015.0,0,7.0,,,Private,Technology
Series C,2014.0,0,491.0,34.16,"Index Ventures VI, Balderton Capital V, Index Ventures Growth III, West Street Global Growth Partners",Private,Technology
Acquired,2015.0,0,219.0,10.14,"Par Innovation Fund I, LRV IV, MMC Greater London Fund, ADV Enterprise Capital Fund, British Business Investments, Section 32 Fund IV, Northpond Ventures II",Private,Healthcare
Series B,2014.0,0,90.0,0.31,"Atomico III, Intel Capital Experiences and Perceptual Computing Fund, btov Digital Tech Fund I, Balderton Capital VI, Amadeus EIII, GB-VI Growth Fund, GB-VII Growth Fund",Private,Healthcare
Series A,2014.0,0,35.0,,Mangrove IV,Private,Technology
Series B,2016.0,0,70.0,,"Atlantic Bridge III, Passion Capital Fund II, Amadeus EIII, Reefknot Investments",Private,Technology
Series B,2015.0,0,195.0,5.28,March Capital Partners Fund IV,Private,Technology
Series D,2014.0,0,830.0,48.22,"ABG Innovation, Softbank Vision Fund 2, Ally Bridge Group-Wtt Global Life Science Capital Partners",Private,Healthcare
Series B,2014.0,0,211.0,,"Index Ventures VI, Hoxton Ventures I, Promus Access II, Softbank Vision Fund 2",Private,Technology
Acquired,2015.0,0,0.0,0.37,"Notion Capital 2, Lakestar Fund II, Amadeus EIII, Notion Capital IV, Kindred Capital II",Private,Technology
Series C,2014.0,0,409.0,9.37,"Softbank Vision Fund 2, MMC Greater London Fund, MMC Scale Up Fund",Private,Technology
Mature,2016.0,0,18148.0,2.14,"Onex Partners IV, Baring Asia Private Equity Fund VI, Baring Asia Private Equity Fund VII, Partners Group Direct Equity IV, Green Equity Investors VIII, EPIC II, Onex Structured Credit Opportunities Fund I",Public,Technology
Series B,2014.0,0,181.0,,"Techstars Ventures 2014, London Co-Investment Fund, AXA Capital I",Private,Technology
Series A,2014.0,0,131.0,,"Edge Creative Enterprise Fund, PodFund",Private,Technology
Series B,2014.0,0,39.0,,"Heartcore Capital Fund II, SparkLabs Global Ventures I, Techstars Ventures 2014, White Star Capital I",Private,Financial Services
Early Stage,2014.0,0,8.0,,Crescent Capital III,Private,Technology
Angel & Seed,2014.0,0,18.0,,"ImpulseVC Fund, Seedcamp III, London Co-Investment Fund, Concentric Team Technology I",Private,Technology
Series B,2015.0,0,100.0,,"Upfront Opportunity Fund I, IA Venture Strategies Fund III",Private,Technology
Add-on,2014.0,0,3.0,,Episode 1 Investments,Private,Technology
Series C,2015.0,0,337.0,20.04,"Santander Innoventures Fund, Seedcamp III, Breega Seed I, London Co-Investment Fund, SpeedInvest I, Connect Ventures Two, SpeedInvest III, Outward VC Fund I, Ceres Fund Investments, Breega Seed II, Fuel Venture Capital Flagship Fund II, PACF Private Equity, IDC Ventures Fintech Growth Fund",Private,Financial Services
Series B,2014.0,0,178.0,,Cedar Mundi Fund I,Private,Transportation
Acquired,2014.0,0,7.0,2.27,,Private,Technology
Early Stage,2014.0,0,2.0,,Accel London IV,Private,Technology
Series C,2014.0,0,144.0,15.18,"Passion Capital Fund II, BlackFin Tech 1, Amadeus EIII, Playfair Capital Fund I",Private,Technology
Angel & Seed,2017.0,0,11.0,0.0,"IP Venture Fund, North East Technology Fund, IP Venture Fund II, R42 Fund 2",Private,Healthcare
Series B,2014.0,0,126.0,4.62,"Corporate Opportunity Fund II, IP Venture Fund II, Foresite Capital Fund IV, Impresa Fund V",Private,Healthcare
,2018.0,0,56.0,,NPIF Maven Equity Finance,Private,Technology
Series A,2015.0,0,50.0,,"Seedcamp III, Seedcamp V, IQ Capital Fund IV, SuperSeed II, Atlas Venture XIII, KCV Fund",Private,Technology
Series A,2016.0,0,23.0,,"The North East (NEVF) Venture Fund, Impact First Fund",Private,Healthcare
Angel & Seed,2018.0,0,60.0,,"Episode 1 Investments 2, Techstars Impact 2018 SPV",Private,Financial Services
Series A,2019.0,0,44.0,,"Paladin Cyber Fund, January Ventures Fund II, Creandum VI, Plural Platform 2022",Private,Technology
Series A,2018.0,0,52.0,,"Playfair Capital Fund II, Singular, Credo Stage 3",Private,Technology
Add-on,2018.0,0,5.0,,,Private,Technology
Angel & Seed,2016.0,0,14.0,,,Private,Technology
Angel & Seed,2022.0,0,124.0,,"42CAP Fund IV, Dreamcraft Ventures Fund II, Picus Venture Fund I",Private,Technology
Series A,2020.0,0,30.0,,"Illumina Innovation Fund II, OMX Europe Venture Fund, Digital Health Fund, HERAN HealthTech Fund I",Private,Healthcare
Angel & Seed,2019.0,0,7.0,,"Ada Ventures, NFX Capital Fund III, CapitalT Fund I",Private,Technology
Early Stage,2022.0,0,6.0,,,Private,Financial Services
Early Stage,2018.0,0,41.0,,,Private,Technology
Early Stage,2021.0,0,60.0,,,Private,Technology
